"Problem,""Package"",""File"",""Priority"",""Line"",""Description"",""Rule set"",""Rule""";;
"1,""ticketmanagement"",""src/ticketmanagement/Admin.java"",""3"",""8"",""Avoid unnecessary constructors - the compiler will generate these for you"",""Controversial Rules"",""UnnecessaryConstructor""";;
"2,""ticketmanagement"",""src/ticketmanagement/Admin.java"",""3"",""8"",""Document empty constructor"",""Design Rules"",""UncommentedEmptyConstructor""";;
"3,""ticketmanagement"",""src/ticketmanagement/Admin.java"",""3"",""8"",""It is a good practice to call super() in a constructor"",""Controversial Rules"",""CallSuperInConstructor""";;
"4,""ticketmanagement"",""src/ticketmanagement/Cashier.java"",""3"",""5"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"5,""ticketmanagement"",""src/ticketmanagement/Cashier.java"",""3"",""7"",""Avoid variables with short names like id"",""Naming Rules"",""ShortVariable""";;
"6,""ticketmanagement"",""src/ticketmanagement/Cashier.java"",""3"",""7"",""Parameter 'id' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"7,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""6"",""All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning."",""Design Rules"",""UseSingleton""";;
"8,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""9"",""Ensure that resources like this Connection object are closed after use"",""Design Rules"",""CloseResource""";;
"9,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""5"",""9"",""Found 'DD'-anomaly for variable 'connection' (lines '9'-'19')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"10,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""16"",""Local variable 'url' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"11,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""17"",""Local variable 'username' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"12,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""18"",""Local variable 'password' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"13,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""2"",""20"",""System.out.print is used"",""Java Logging Rules"",""SystemPrintln""";;
"14,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""2"",""26"",""System.out.print is used"",""Java Logging Rules"",""SystemPrintln""";;
"15,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""2"",""31"",""System.out.print is used"",""Java Logging Rules"",""SystemPrintln""";;
"16,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""2"",""32"",""System.out.print is used"",""Java Logging Rules"",""SystemPrintln""";;
"17,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""37"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"18,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""41"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"19,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""46"",""Parameter 'connection' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"20,""ticketmanagement"",""src/ticketmanagement/DatabaseInteraction.java"",""3"",""57"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"21,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""17"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"22,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""17"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"23,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""18"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"24,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""19"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"25,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""19"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"26,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""20"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"27,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""20"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"28,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""21"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"29,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""21"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"30,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""29"",""Parameter 'username' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"31,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""37"",""Parameter 'password' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"32,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""58"",""Local variable 'userPanel' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"33,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""60"",""Local variable 'usertextFields' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"34,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""62"",""Local variable 'panel' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"35,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""71"",""Local variable 'usernameLabel' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"36,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""72"",""Local variable 'passwordLabel' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"37,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""145"",""Avoid variables with short names like e"",""Naming Rules"",""ShortVariable""";;
"38,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""145"",""Parameter 'e' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"39,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""151"",""Avoid if (x != y) .."; else ..;",Design Rules"",""ConfusingTernary"""
"40,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""153"",""Found 'DU'-anomaly for variable 'system' (lines '153'-'183')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"41,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""155"",""Ensure that resources like this Connection object are closed after use"",""Design Rules"",""CloseResource""";;
"42,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""161"",""Avoid if (x != y) .."; else ..;",Design Rules"",""ConfusingTernary"""
"43,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""175"",""Avoid using if...else statements without curly braces"",""Braces Rules"",""IfElseStmtsMustUseBraces""";;
"44,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""185"",""Parameter 'connection' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"45,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""185"",""Parameter 'username' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"46,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""187"",""Found 'DD'-anomaly for variable 'userFound' (lines '187'-'220')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"47,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""187"",""Found 'DD'-anomaly for variable 'userFound' (lines '187'-'224')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"48,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""191"",""Found 'DD'-anomaly for variable 'user_name' (lines '191'-'213')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"49,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""191"",""Found 'DU'-anomaly for variable 'user_name' (lines '191'-'244')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"50,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""192"",""Found 'DD'-anomaly for variable 'name' (lines '192'-'211')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"51,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""192"",""Found 'DU'-anomaly for variable 'name' (lines '192'-'244')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"52,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""193"",""Found 'DD'-anomaly for variable 'surname' (lines '193'-'212')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"53,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""193"",""Found 'DU'-anomaly for variable 'surname' (lines '193'-'244')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"54,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""194"",""Found 'DD'-anomaly for variable 'pass' (lines '194'-'214')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"55,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""194"",""Found 'DU'-anomaly for variable 'pass' (lines '194'-'244')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"56,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""198"",""Ensure that resources like this Statement object are closed after use"",""Design Rules"",""CloseResource""";;
"57,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""202"",""Avoid variables with short names like rs"",""Naming Rules"",""ShortVariable""";;
"58,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""202"",""Ensure that resources like this ResultSet object are closed after use"",""Design Rules"",""CloseResource""";;
"59,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""202"",""Found 'DD'-anomaly for variable 'rs' (lines '202'-'206')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"60,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""202"",""Found 'DU'-anomaly for variable 'rs' (lines '202'-'244')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"61,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""216"",""Found 'DD'-anomaly for variable 'isCashier' (lines '216'-'216')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"62,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""5"",""216"",""Found 'DU'-anomaly for variable 'isCashier' (lines '216'-'244')."",""Controversial Rules"",""DataflowAnomalyAnalysis""";;
"63,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""220"",""Avoid instantiating new objects inside loops"",""Optimization Rules"",""AvoidInstantiatingObjectsInLoops""";;
"64,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""224"",""Avoid instantiating new objects inside loops"",""Optimization Rules"",""AvoidInstantiatingObjectsInLoops""";;
"65,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""2"",""228"",""System.out.print is used"",""Java Logging Rules"",""SystemPrintln""";;
"66,""ticketmanagement"",""src/ticketmanagement/LoginInterface.java"",""3"",""240"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"67,""ticketmanagement"",""src/ticketmanagement/Print.java"",""3"",""3"",""Abstract classes should be named AbstractXXX"",""Naming Rules"",""AbstractNaming""";;
"68,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""8"",""Parameter 'ticket' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"69,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""11"",""Local variable 'ticketRouteName' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"70,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""15"",""Local variable 'ticketDate' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"71,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""19"",""Local variable 'ticketTime' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"72,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""23"",""Local variable 'ticketSeat' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"73,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""24"",""No need to call String.valueOf to append to a string."",""String and StringBuffer Rules"",""UselessStringValueOf""";;
"74,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""27"",""Avoid variables with short names like ob"",""Naming Rules"",""ShortVariable""";;
"75,""ticketmanagement"",""src/ticketmanagement/PrintTicket.java"",""3"",""27"",""Local variable 'ob' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"76,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""9"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"77,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""10"",""Avoid excessively long variable names like totalNumberOfSeats"",""Naming Rules"",""LongVariable""";;
"78,""ticketmanagement"",""src/ticketmanagement/Route.java"",""1"",""10"",""Do not use the short type"",""Controversial Rules"",""AvoidUsingShortType""";;
"79,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""12"",""Avoid variables with short names like r"",""Naming Rules"",""ShortVariable""";;
"80,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""12"",""Parameter 'r' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"81,""ticketmanagement"",""src/ticketmanagement/Route.java"",""1"",""22"",""Do not use the short type"",""Controversial Rules"",""AvoidUsingShortType""";;
"82,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""22"",""Parameter 'seats' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"83,""ticketmanagement"",""src/ticketmanagement/Route.java"",""1"",""27"",""Do not use the short type"",""Controversial Rules"",""AvoidUsingShortType""";;
"84,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""37"",""Ensure that resources like this Connection object are closed after use"",""Design Rules"",""CloseResource""";;
"85,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""37"",""Local variable 'con' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"86,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""39"",""Ensure that resources like this Statement object are closed after use"",""Design Rules"",""CloseResource""";;
"87,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""39"",""Local variable 'statement' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"88,""ticketmanagement"",""src/ticketmanagement/Route.java"",""3"",""49"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"89,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""17"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"90,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""17"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"91,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""18"",""Found non-transient, non-static member. Please mark as transient or provide accessors."",""JavaBean Rules"",""BeanMembersShouldSerialize""";;
"92,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""18"",""Use explicit scoping instead of the default package private level"",""Controversial Rules"",""DefaultPackage""";;
"93,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""21"",""Parameter 'user' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"94,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""40"",""Local variable 'window' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"95,""ticketmanagement"",""src/ticketmanagement/SystemInterface.java"",""3"",""47"",""Avoid really long methods."",""Code Size Rules"",""ExcessiveMethodLength""";;
